word_triplet,word1,word2,word3,observed_freq,word1_freq,word2_freq,word3_freq,expected_freq,mutual_information,t_score,combined_score
people with disabilities,people,with,disabilities,14,6297,39877,155,0.000956,13.837475,3.741402,0.047201
effects such as,effects,such,as,16,1823,12217,66042,0.036142,8.790165,3.990964,0.047199
at high temperatures,at,high,temperatures,14,21726,4544,397,0.000963,13.82744,3.7414,0.047196
economic political and,economic,political,and,17,3646,3752,182754,0.061432,8.112339,4.108206,0.047196
made available to,made,available,to,16,4463,1809,182356,0.036177,8.78879,3.990956,0.047195
women who were,women,who,were,15,4569,6959,17515,0.013684,10.098223,3.86945,0.047194
the illusion of,the,illusion,of,29,458820,117,242534,0.319923,6.502183,5.325757,0.047190
it became apparent,it,became,apparent,14,49011,1237,654,0.000974,13.810723,3.741397,0.047188
be adapted to,be,adapted,to,17,56510,243,182356,0.061531,8.109996,4.108182,0.047187
its relation to,its,relation,to,17,12235,1123,182356,0.061567,8.109159,4.108173,0.047183
either of these,either,of,these,20,1743,242534,13011,0.135153,7.209262,4.441915,0.047183
because of his,because,of,his,38,6749,242534,12036,0.484105,6.294536,6.085882,0.047178
said that the,said,that,the,73,1251,77225,458820,1.089188,6.066572,8.416524,0.047175
employee commitment and,employee,commitment,and,14,519,427,182754,0.000995,13.780091,3.741391,0.047172
a larger number,a,larger,number,15,127246,994,4450,0.01383,10.082901,3.869412,0.047170
also shown that,also,shown,that,18,16522,2777,77225,0.087065,7.691695,4.222119,0.047169
were regarded as,were,regarded,as,15,17515,487,66042,0.013842,10.081676,3.869409,0.047168
felt it was,felt,it,was,16,843,49011,35888,0.036435,8.778542,3.990891,0.047166
the most fundamental,the,most,fundamental,17,458820,7094,772,0.061744,8.105016,4.10813,0.047166
the convention on,the,convention,on,20,458820,333,36051,0.135347,7.207192,4.441871,0.047166
the member state,the,member,state,16,458820,730,4432,0.036476,8.776899,3.990881,0.047161
theory of evolution,theory,of,evolution,15,4154,242534,562,0.013913,10.074314,3.869391,0.047157
how difficult it,how,difficult,it,15,6298,1840,49011,0.013956,10.069867,3.86938,0.047150
if it does,if,it,does,17,10823,49011,4752,0.061939,8.100476,4.108083,0.047146
important aspects of,important,aspects,of,16,5357,1147,242534,0.036619,8.771276,3.990845,0.047145
when analysing the,when,analysing,the,16,10866,299,458820,0.036629,8.770859,3.990843,0.047144
the implications of,the,implications,of,106,458820,605,242534,1.654304,6.001696,10.13495,0.047141
the conquest of,the,conquest,of,34,458820,151,242534,0.412893,6.363625,5.760141,0.047140
way we can,way,we,can,16,5357,12541,22213,0.03667,8.769272,3.990833,0.047139
terms of trade,terms,of,trade,16,2713,242534,2268,0.03667,8.769257,3.990833,0.047139
products which are,products,which,are,17,2178,28239,41040,0.062024,8.098493,4.108063,0.047138
to be carefully,to,be,carefully,17,182356,56510,245,0.062038,8.098171,4.108059,0.047137
make the decision,make,the,decision,17,3711,458820,1483,0.062047,8.097962,4.108057,0.047136
appearance of bias,appearance,of,bias,14,372,242534,472,0.001046,13.707688,3.741378,0.047135
a significant positive,a,significant,positive,15,127246,2571,1749,0.01406,10.059164,3.869353,0.047133
setting up the,setting,up,the,16,635,5131,458820,0.036734,8.766757,3.990817,0.047132
the two types,the,two,types,19,458820,7953,1250,0.11208,7.405326,4.333186,0.047130
which was then,which,was,then,22,28239,35888,7251,0.180568,6.928815,4.651918,0.047128
the spirits black,the,spirits,black,14,458820,81,1163,0.001062,13.686264,3.741374,0.047124
to get an,to,get,an,22,182356,1485,27148,0.180646,6.928191,4.651902,0.047122
the late 1950s,the,late,1950s,14,458820,712,133,0.001068,13.678733,3.741372,0.047120
managers need to,managers,need,to,15,837,3775,182356,0.014158,10.049111,3.869328,0.047117
able to complete,able,to,complete,15,3071,182356,1030,0.014174,10.047534,3.869324,0.047114
of the soviet,of,the,soviet,59,242534,458820,311,0.850395,6.116439,7.570434,0.047114
distinct from the,distinct,from,the,22,580,27649,458820,0.180799,6.926977,4.651869,0.047109
class gender and,class,gender,and,15,2334,1356,182754,0.014213,10.04358,3.869314,0.047108
be thought of,be,thought,of,40,56510,1546,242534,0.520658,6.26352,6.242232,0.047101
does not depend,does,not,depend,14,4752,29845,315,0.001098,13.638589,3.741364,0.047099
set up by,set,up,by,15,2980,5131,38073,0.014305,10.034252,3.86929,0.047093
he fails to,he,fails,to,15,10554,303,182356,0.014329,10.031779,3.869284,0.047090
which would make,which,would,make,16,28239,14413,3711,0.037114,8.751886,3.990721,0.047090
have more than,have,more,than,19,24793,17191,10745,0.112533,7.399501,4.333082,0.047090
the moral relativist,the,moral,relativist,14,458820,1283,77,0.001114,13.617657,3.74136,0.047088
the islamic threat,the,islamic,threat,14,458820,125,791,0.001115,13.616431,3.741359,0.047088
gaining access to,gaining,access,to,14,226,1113,182356,0.001127,13.600503,3.741356,0.047079
to enable them,to,enable,them,15,182356,479,6724,0.014432,10.021469,3.869257,0.047073
didnt want to,didnt,want,to,14,321,795,182356,0.001144,13.579679,3.741352,0.047068
not only by,not,only,by,27,29845,10142,38073,0.283177,6.575113,5.141655,0.047068
it was written,it,was,written,16,49011,35888,864,0.037342,8.743043,3.990664,0.047064
indicated that there,indicated,that,there,15,474,77225,16114,0.014494,10.015303,3.869241,0.047063
a whole new,a,whole,new,16,127246,1561,7653,0.037353,8.742638,3.990662,0.047063
the struggle for,the,struggle,for,23,458820,333,53993,0.202707,6.826093,4.753564,0.047061
lay concepts of,lay,concepts,of,14,324,602,242534,0.001162,13.556021,3.741347,0.047056
they are going,they,are,going,15,17845,41040,809,0.014559,10.008882,3.869224,0.047053
the midst of,the,midst,of,17,458820,23,242534,0.062891,8.078467,4.107852,0.047053
have been known,have,been,known,15,24793,12665,1890,0.014583,10.006478,3.869218,0.047049
the reformation in,the,reformation,in,31,458820,229,139145,0.359245,6.431157,5.503242,0.047042
able to achieve,able,to,achieve,15,3071,182356,1064,0.014642,10.00068,3.869203,0.047040
the issue desk,the,issue,desk,14,458820,1528,69,0.001189,13.523796,3.74134,0.047038
highly unlikely that,highly,unlikely,that,14,1217,516,77225,0.001192,13.520197,3.741339,0.047036
long enough to,long,enough,to,15,2333,1406,182356,0.014698,9.995104,3.869188,0.047031
association with the,association,with,the,24,498,39877,458820,0.223892,6.744085,4.853278,0.047027
an instrument of,an,instrument,of,16,27148,233,242534,0.037697,8.729391,3.990576,0.047025
stage of development,stage,of,development,16,1593,242534,3971,0.037699,8.729318,3.990575,0.047024
the bradford method,the,bradford,method,14,458820,39,2769,0.001218,13.489197,3.741332,0.047020
the pilot phase,the,pilot,phase,14,458820,105,1029,0.001218,13.488476,3.741332,0.047019
how to use,how,to,use,23,6298,182356,7201,0.203217,6.822467,4.753458,0.047018
no evidence for,no,evidence,for,16,8943,3185,53993,0.03779,8.725857,3.990553,0.047014
outlined in the,outlined,in,the,32,241,139145,458820,0.37807,6.403275,5.59002,0.047014
the preservation of,the,preservation,of,33,458820,145,242534,0.396486,6.379052,5.675543,0.047008
size of the,size,of,the,257,1557,242534,458820,4.257441,5.915638,15.765648,0.046999
deal with a,deal,with,a,19,911,39877,127246,0.113587,7.386053,4.33284,0.046996
which took place,which,took,place,14,28239,726,2502,0.00126,13.439225,3.741321,0.046993
is becoming increasingly,is,becoming,increasingly,14,107360,648,739,0.001263,13.43594,3.74132,0.046991
been linked to,been,linked,to,16,12665,671,182356,0.03808,8.714836,3.99048,0.046982
rejection of the,rejection,of,the,36,165,242534,458820,0.451174,6.318169,5.924804,0.046980
times higher than,times,higher,than,14,1708,2851,10745,0.001286,13.410595,3.741314,0.046977
the eu polity,the,eu,polity,14,458820,1045,110,0.001296,13.399102,3.741311,0.046970
are considered to,are,considered,to,34,41040,2258,182356,0.415237,6.355455,5.759739,0.046968
have a detrimental,have,a,detrimental,15,24793,127246,195,0.015117,9.954617,3.86908,0.046965
are being used,are,being,used,17,41040,7135,8869,0.063815,8.057429,4.107628,0.046963
is measured by,is,measured,by,18,107360,889,38073,0.089291,7.65527,4.221595,0.046963
single most important,single,most,important,14,1405,7094,5357,0.001312,13.38137,3.741307,0.046961
overcome this problem,overcome,this,problem,14,380,53108,2650,0.001314,13.379044,3.741306,0.046959
on a variety,on,a,variety,18,36051,127246,793,0.089388,7.653698,4.221572,0.046954
huge number of,huge,number,of,15,573,4450,242534,0.015196,9.947045,3.86906,0.046953
of an emerging,of,an,emerging,16,242534,27148,237,0.038345,8.704834,3.990414,0.046953
better suited to,better,suited,to,14,2041,145,182356,0.001326,13.36595,3.741303,0.046952
which gives a,which,gives,a,19,28239,1292,127246,0.114078,7.379838,4.332728,0.046952
cannot be made,cannot,be,made,15,2455,56510,4463,0.015214,9.945329,3.869055,0.046950
her relationship with,her,relationship,with,15,6831,2286,39877,0.015301,9.937093,3.869033,0.046937
also affected by,also,affected,by,15,16522,990,38073,0.015302,9.936987,3.869032,0.046937
is calculated using,is,calculated,using,15,107360,1119,5198,0.015345,9.933021,3.869021,0.046930
as a reference,as,a,reference,21,66042,127246,779,0.16086,7.028444,4.547473,0.046930
as previously stated,as,previously,stated,14,66042,894,941,0.001365,13.32404,3.741293,0.046929
we can not,we,can,not,23,12541,22213,29845,0.204294,6.814842,4.753233,0.046927
with a brief,with,a,brief,16,39877,127246,310,0.038652,8.693308,3.990337,0.046919
may want to,may,want,to,16,10856,795,182356,0.038672,8.692549,3.990332,0.046917
the growing season,the,growing,season,14,458820,730,169,0.001391,13.297117,3.741286,0.046914
of the beam,of,the,beam,97,242534,458820,551,1.506648,6.008571,9.695881,0.046914
an indication that,an,indication,that,15,27148,300,77225,0.015455,9.922696,3.868993,0.046913
no such thing,no,such,thing,14,8943,12217,523,0.001404,13.283505,3.741282,0.046906
a feature of,a,feature,of,39,127246,667,242534,0.50581,6.268734,6.164004,0.046906
would make it,would,make,it,17,14413,3711,49011,0.064415,8.043932,4.107483,0.046905
an error of,an,error,of,24,27148,1393,242534,0.225375,6.73456,4.852975,0.046903
recent developments in,recent,developments,in,14,1114,374,139145,0.001425,13.26266,3.741277,0.046894
the acquisition of,the,acquisition,of,85,458820,476,242534,1.301568,6.02914,9.07837,0.046885
of the hashmi,of,the,hashmi,19,242534,458820,42,0.114844,7.370177,4.332552,0.046884
the cambridge history,the,cambridge,history,15,458820,561,2476,0.01566,9.903632,3.86894,0.046882
by the author,by,the,author,25,38073,458820,573,0.245957,6.667378,4.950809,0.046882
of seeming is,of,seeming,is,18,242534,141,107360,0.090215,7.640412,4.221377,0.046878
in developed countries,in,developed,countries,15,139145,1636,2818,0.015763,9.894211,3.868913,0.046866
they are part,they,are,part,17,17845,41040,3603,0.064839,8.034467,4.10738,0.046864
the most frequently,the,most,frequently,16,458820,7094,490,0.03919,8.673372,3.990203,0.046860
per capita and,per,capita,and,14,1936,171,182754,0.001487,13.201059,3.74126,0.046859
making and breaking,making,and,breaking,14,2058,182754,161,0.001488,13.19983,3.74126,0.046858
right to life,right,to,life,16,2505,182356,3498,0.039264,8.670655,3.990184,0.046852
is suggested by,is,suggested,by,19,107360,1148,38073,0.115305,7.364406,4.332446,0.046843
other group members,other,group,members,14,11378,3807,1430,0.001522,13.16712,3.741251,0.046839
the time spent,the,time,spent,16,458820,8800,397,0.039388,8.666111,3.990153,0.046838
you need to,you,need,to,16,2330,3775,182356,0.039413,8.665189,3.990147,0.046836
if this was,if,this,was,39,10823,53108,35888,0.506876,6.265697,6.163833,0.046833
it is wrong,it,is,wrong,17,49011,107360,504,0.065165,8.027231,4.107301,0.046832
they were all,they,were,all,18,17845,17515,11812,0.090718,7.632387,4.221258,0.046832
24 and 30,24,and,30,14,513,182754,667,0.001537,13.153416,3.741247,0.046831
the policy process,the,policy,process,19,458820,2387,4290,0.115451,7.362577,4.332413,0.046830
a value for,a,value,for,50,127246,4146,53993,0.699932,6.158569,6.972082,0.046830
the shear wave,the,shear,wave,14,458820,284,484,0.00155,13.141139,3.741243,0.046824
for this application,for,this,application,17,53993,53108,926,0.065246,8.025431,4.107281,0.046824
required to produce,required,to,produce,15,2214,182356,1618,0.016052,9.86802,3.868839,0.046822
strategies such as,strategies,such,as,15,810,12217,66042,0.016059,9.867377,3.868837,0.046821
who believe that,who,believe,that,15,6959,1217,77225,0.016071,9.866295,3.868834,0.046819
binds to the,binds,to,the,23,100,182356,458820,0.205593,6.805702,4.752963,0.046817
attempt to make,attempt,to,make,15,968,182356,3711,0.016097,9.864,3.868827,0.046815
if we assume,if,we,assume,14,10823,12541,470,0.001568,13.124623,3.741238,0.046814
alcohol consumption and,alcohol,consumption,and,14,521,672,182754,0.001572,13.120317,3.741237,0.046812
compared to its,compared,to,its,18,1659,182356,12235,0.090953,7.628665,4.221203,0.046811
there is very,there,is,very,25,16114,107360,5807,0.246855,6.662118,4.950629,0.046808
once it has,once,it,has,16,1679,49011,19642,0.039717,8.654104,3.990071,0.046802
company has been,company,has,been,15,2660,19642,12665,0.01626,9.849429,3.868785,0.046791
the two lists,the,two,lists,15,458820,7953,182,0.016319,9.844207,3.86877,0.046782
another way in,another,way,in,17,3587,5357,139145,0.0657,8.015424,4.107171,0.046780
his description of,his,description,of,16,12036,557,242534,0.039954,8.645533,3.990012,0.046777
the modern state,the,modern,state,18,458820,1828,4432,0.09134,7.622527,4.221112,0.046776
other words a,other,words,a,17,11378,1849,127246,0.06578,8.013676,4.107152,0.046773
uses the example,uses,the,example,17,1104,458820,5285,0.065781,8.013645,4.107151,0.046772
is closely related,is,closely,related,14,107360,499,1260,0.001659,13.043117,3.741214,0.046766
problem of exchange,problem,of,exchange,15,2650,242534,1040,0.016425,9.834881,3.868743,0.046766
marked by the,marked,by,the,20,326,38073,458820,0.139934,7.159113,4.440846,0.046765
the same meaning,the,same,meaning,18,458820,4867,1668,0.091526,7.619598,4.221068,0.046759
the coefficient on,the,coefficient,on,22,458820,455,36051,0.184934,6.894351,4.650988,0.046756
1 c 1,1,c,1,14,6136,1815,6136,0.001679,13.025398,3.741209,0.046755
ways of coping,ways,of,coping,14,1332,242534,212,0.001683,13.022191,3.741208,0.046753
coming up with,coming,up,with,14,336,5131,39877,0.001689,13.016707,3.741206,0.046750
it is implied,it,is,implied,15,49011,107360,128,0.01655,9.823938,3.86871,0.046748
no sign of,no,sign,of,15,8943,312,242534,0.016629,9.817081,3.86869,0.046736
is set up,is,set,up,16,107360,2980,5131,0.040337,8.631745,3.989916,0.046735
in international law,in,international,law,16,139145,3029,3898,0.04037,8.630589,3.989908,0.046732
their needs and,their,needs,and,22,18599,2218,182754,0.185252,6.89187,4.65092,0.046729
magnetic field and,magnetic,field,and,14,282,1372,182754,0.001737,12.976158,3.741193,0.046726
necessarily mean that,necessarily,mean,that,14,651,1409,77225,0.001741,12.973568,3.741192,0.046724
are limited to,are,limited,to,25,41040,1348,182356,0.247892,6.656073,4.950422,0.046723
his belief that,his,belief,that,15,12036,733,77225,0.016741,9.807335,3.868661,0.046719
these kinds of,these,kinds,of,15,13011,216,242534,0.016749,9.806694,3.868659,0.046718
present within the,present,within,the,22,2727,6036,458820,0.185576,6.88935,4.650851,0.046701
in conclusion the,in,conclusion,the,105,139145,1052,458820,1.65033,5.991491,10.085895,0.046695
two treatises of,two,treatises,of,14,7953,38,242534,0.001801,12.924279,3.741176,0.046694
constrained by the,constrained,by,the,16,95,38073,458820,0.040778,8.616058,3.989805,0.046687
and health care,and,health,care,15,182754,2495,1516,0.016986,9.786432,3.868598,0.046683
the same pattern,the,same,pattern,16,458820,4867,744,0.040825,8.614418,3.989794,0.046682
hard to see,hard,to,see,15,897,182356,4229,0.016998,9.78539,3.868595,0.046681
